ts,close,volume,bid_price,bid_volume,ask_price,ask_volume,tick_type,code,date
2025-06-13 09:00:08.051341,1255.0,863,1255.0,124,1260.0,7,2,2454,2025-06-13
2025-06-13 09:00:10.139995,1255.0,22,1255.0,107,1260.0,116,2,2454,2025-06-13
2025-06-13 09:00:13.630331,1255.0,1,1255.0,101,1260.0,123,2,2454,2025-06-13
2025-06-13 09:00:18.155244,1255.0,22,1255.0,90,1260.0,114,2,2454,2025-06-13
2025-06-13 09:00:19.284710,1255.0,2,1255.0,92,1260.0,113,2,2454,2025-06-13
2025-06-13 09:00:20.970382,1255.0,1,1255.0,89,1260.0,119,2,2454,2025-06-13
2025-06-13 09:00:21.988089,1255.0,1,1255.0,90,1260.0,117,2,2454,2025-06-13
2025-06-13 09:00:24.875972,1255.0,1,1255.0,92,1260.0,121,2,2454,2025-06-13
2025-06-13 09:00:24.897221,1255.0,1,1255.0,91,1260.0,121,2,2454,2025-06-13
2025-06-13 09:00:25.367304,1255.0,1,1255.0,90,1260.0,125,2,2454,2025-06-13
2025-06-13 09:00:26.508096,1255.0,1,1255.0,90,1260.0,127,2,2454,2025-06-13
2025-06-13 09:00:27.707759,1255.0,1,1255.0,91,1260.0,127,2,2454,2025-06-13
2025-06-13 09:00:28.303933,1255.0,1,1255.0,92,1260.0,126,2,2454,2025-06-13
2025-06-13 09:00:30.148144,1255.0,3,1255.0,90,1260.0,122,2,2454,2025-06-13
2025-06-13 09:00:32.177190,1260.0,1,1255.0,101,1260.0,121,1,2454,2025-06-13
2025-06-13 09:00:33.577348,1255.0,15,1255.0,90,1260.0,134,2,2454,2025-06-13
2025-06-13 09:00:33.816785,1255.0,5,1255.0,81,1260.0,131,2,2454,2025-06-13
2025-06-13 09:00:34.357706,1255.0,1,1255.0,80,1260.0,138,2,2454,2025-06-13
2025-06-13 09:00:34.694329,1260.0,7,1255.0,82,1260.0,131,1,2454,2025-06-13
2025-06-13 09:00:35.819294,1260.0,1,1255.0,82,1260.0,130,1,2454,2025-06-13
2025-06-13 09:00:39.993746,1260.0,1,1255.0,97,1260.0,124,1,2454,2025-06-13
2025-06-13 09:00:47.023806,1260.0,1,1255.0,130,1260.0,125,1,2454,2025-06-13
2025-06-13 09:00:49.325087,1260.0,1,1255.0,143,1260.0,121,1,2454,2025-06-13
2025-06-13 09:00:51.837351,1260.0,1,1255.0,150,1260.0,121,1,2454,2025-06-13
2025-06-13 09:00:51.865419,1255.0,50,1255.0,100,1260.0,121,2,2454,2025-06-13
2025-06-13 09:00:52.702953,1260.0,1,1255.0,97,1260.0,125,1,2454,2025-06-13
2025-06-13 09:00:54.029893,1260.0,1,1255.0,99,1260.0,122,1,2454,2025-06-13
2025-06-13 09:00:57.133401,1260.0,10,1255.0,104,1260.0,106,1,2454,2025-06-13
2025-06-13 09:01:01.225222,1255.0,1,1255.0,111,1260.0,131,2,2454,2025-06-13
2025-06-13 09:01:02.868366,1260.0,1,1255.0,111,1260.0,136,1,2454,2025-06-13
2025-06-13 09:01:09.401720,1260.0,1,1255.0,119,1260.0,152,1,2454,2025-06-13
2025-06-13 09:01:13.144232,1260.0,1,1255.0,123,1260.0,148,1,2454,2025-06-13
2025-06-13 09:01:17.612283,1260.0,1,1255.0,130,1260.0,143,1,2454,2025-06-13
2025-06-13 09:01:20.132297,1260.0,1,1255.0,132,1260.0,163,1,2454,2025-06-13
2025-06-13 09:01:25.783877,1260.0,1,1255.0,141,1260.0,156,1,2454,2025-06-13
2025-06-13 09:01:28.192127,1255.0,2,1255.0,120,1260.0,176,2,2454,2025-06-13
2025-06-13 09:01:30.815550,1255.0,1,1255.0,124,1260.0,178,2,2454,2025-06-13
2025-06-13 09:01:33.169916,1260.0,1,1255.0,127,1260.0,255,1,2454,2025-06-13
2025-06-13 09:01:36.077818,1260.0,1,1255.0,128,1260.0,257,1,2454,2025-06-13
2025-06-13 09:01:37.199366,1260.0,1,1255.0,128,1260.0,256,1,2454,2025-06-13
2025-06-13 09:01:37.831902,1260.0,1,1255.0,128,1260.0,255,1,2454,2025-06-13
2025-06-13 09:01:39.162851,1260.0,1,1255.0,128,1260.0,255,1,2454,2025-06-13
2025-06-13 09:01:39.439126,1260.0,1,1255.0,128,1260.0,254,1,2454,2025-06-13
2025-06-13 09:01:40.844094,1255.0,2,1255.0,126,1260.0,254,2,2454,2025-06-13
2025-06-13 09:01:41.613545,1255.0,1,1255.0,116,1260.0,255,2,2454,2025-06-13
2025-06-13 09:01:43.254607,1255.0,1,1255.0,113,1260.0,249,2,2454,2025-06-13
2025-06-13 09:01:48.372716,1255.0,1,1255.0,114,1260.0,252,2,2454,2025-06-13
2025-06-13 09:01:52.494191,1255.0,5,1255.0,110,1260.0,248,2,2454,2025-06-13
2025-06-13 09:01:59.277980,1255.0,1,1255.0,118,1260.0,256,2,2454,2025-06-13
2025-06-13 09:02:00.831257,1255.0,1,1255.0,120,1260.0,256,2,2454,2025-06-13
2025-06-13 09:02:00.971362,1260.0,1,1255.0,119,1260.0,255,1,2454,2025-06-13
2025-06-13 09:02:01.320033,1255.0,1,1255.0,118,1260.0,255,2,2454,2025-06-13
2025-06-13 09:02:01.895706,1260.0,1,1255.0,117,1260.0,254,1,2454,2025-06-13
2025-06-13 09:02:03.565722,1260.0,1,1255.0,118,1260.0,253,1,2454,2025-06-13
2025-06-13 09:02:11.823903,1260.0,1,1255.0,123,1260.0,262,1,2454,2025-06-13
2025-06-13 09:02:22.487974,1260.0,1,1255.0,131,1260.0,265,1,2454,2025-06-13
2025-06-13 09:02:23.217914,1255.0,1,1255.0,130,1260.0,265,2,2454,2025-06-13
2025-06-13 09:02:31.745775,1260.0,1,1255.0,138,1260.0,273,1,2454,2025-06-13
2025-06-13 09:02:37.748310,1260.0,1,1255.0,142,1260.0,274,1,2454,2025-06-13
2025-06-13 09:02:41.685302,1260.0,1,1255.0,147,1260.0,274,1,2454,2025-06-13
2025-06-13 09:02:43.077248,1260.0,1,1255.0,148,1260.0,273,1,2454,2025-06-13
2025-06-13 09:02:46.538304,1260.0,1,1255.0,165,1260.0,270,1,2454,2025-06-13
2025-06-13 09:02:47.867007,1260.0,1,1255.0,167,1260.0,268,1,2454,2025-06-13
2025-06-13 09:02:49.516565,1255.0,3,1255.0,166,1260.0,247,2,2454,2025-06-13
2025-06-13 09:02:59.314140,1260.0,1,1255.0,177,1260.0,285,1,2454,2025-06-13
2025-06-13 09:03:02.228599,1255.0,3,1255.0,174,1260.0,296,2,2454,2025-06-13
2025-06-13 09:03:02.421605,1260.0,1,1255.0,173,1260.0,295,1,2454,2025-06-13
2025-06-13 09:03:02.522028,1260.0,1,1255.0,173,1260.0,296,1,2454,2025-06-13
2025-06-13 09:03:03.232166,1255.0,1,1255.0,172,1260.0,295,2,2454,2025-06-13
2025-06-13 09:03:05.213119,1260.0,1,1255.0,171,1260.0,295,1,2454,2025-06-13
2025-06-13 09:03:06.175945,1260.0,1,1255.0,170,1260.0,294,1,2454,2025-06-13
2025-06-13 09:03:11.227517,1255.0,1,1255.0,173,1260.0,295,2,2454,2025-06-13
2025-06-13 09:03:14.612043,1255.0,1,1255.0,174,1260.0,295,2,2454,2025-06-13
2025-06-13 09:03:39.855825,1255.0,5,1255.0,194,1260.0,324,2,2454,2025-06-13
2025-06-13 09:03:49.036245,1260.0,1,1255.0,201,1260.0,330,1,2454,2025-06-13
2025-06-13 09:03:51.499702,1255.0,5,1255.0,213,1260.0,331,2,2454,2025-06-13
2025-06-13 09:04:07.103987,1260.0,1,1255.0,244,1260.0,344,1,2454,2025-06-13
2025-06-13 09:04:11.607272,1260.0,1,1255.0,249,1260.0,344,1,2454,2025-06-13
2025-06-13 09:04:12.751368,1260.0,1,1255.0,249,1260.0,344,1,2454,2025-06-13
2025-06-13 09:04:12.911718,1255.0,1,1255.0,249,1260.0,344,2,2454,2025-06-13
2025-06-13 09:04:18.009432,1255.0,1,1255.0,253,1260.0,343,2,2454,2025-06-13
2025-06-13 09:04:20.506562,1255.0,1,1255.0,253,1260.0,343,2,2454,2025-06-13
2025-06-13 09:04:21.367573,1255.0,2,1255.0,250,1260.0,343,2,2454,2025-06-13
2025-06-13 09:04:22.001718,1255.0,1,1255.0,249,1260.0,343,2,2454,2025-06-13
2025-06-13 09:04:24.919625,1255.0,2,1255.0,246,1260.0,343,2,2454,2025-06-13
2025-06-13 09:04:38.592635,1255.0,3,1255.0,255,1260.0,359,2,2454,2025-06-13
2025-06-13 09:04:46.084871,1260.0,1,1255.0,264,1260.0,358,1,2454,2025-06-13
2025-06-13 09:04:58.504279,1260.0,1,1255.0,271,1260.0,365,1,2454,2025-06-13
2025-06-13 09:05:05.226944,1260.0,1,1255.0,274,1260.0,366,1,2454,2025-06-13
2025-06-13 09:05:06.193864,1255.0,6,1255.0,268,1260.0,366,2,2454,2025-06-13
2025-06-13 09:05:06.235721,1260.0,1,1255.0,268,1260.0,365,1,2454,2025-06-13
2025-06-13 09:05:12.565611,1260.0,1,1255.0,271,1260.0,343,1,2454,2025-06-13
2025-06-13 09:05:14.047718,1255.0,1,1255.0,270,1260.0,383,2,2454,2025-06-13
2025-06-13 09:05:16.971547,1260.0,1,1255.0,269,1260.0,384,1,2454,2025-06-13
2025-06-13 09:05:17.450915,1255.0,1,1255.0,269,1260.0,384,2,2454,2025-06-13
2025-06-13 09:05:22.142936,1255.0,1,1255.0,267,1260.0,384,2,2454,2025-06-13
2025-06-13 09:05:52.175214,1260.0,2,1255.0,274,1260.0,471,1,2454,2025-06-13
2025-06-13 09:05:54.439403,1255.0,1,1255.0,275,1260.0,471,2,2454,2025-06-13
2025-06-13 09:06:03.548906,1255.0,30,1255.0,266,1260.0,487,2,2454,2025-06-13
2025-06-13 09:06:03.628378,1255.0,1,1255.0,265,1260.0,491,2,2454,2025-06-13
2025-06-13 09:06:03.745654,1255.0,8,1255.0,257,1260.0,506,2,2454,2025-06-13
2025-06-13 09:06:03.781572,1255.0,71,1255.0,186,1260.0,506,2,2454,2025-06-13
2025-06-13 09:06:03.798884,1260.0,1,1255.0,185,1260.0,506,1,2454,2025-06-13
2025-06-13 09:06:03.813911,1255.0,3,1255.0,182,1260.0,508,2,2454,2025-06-13
2025-06-13 09:06:03.835088,1260.0,2,1255.0,180,1260.0,501,1,2454,2025-06-13
2025-06-13 09:06:03.851493,1255.0,4,1255.0,176,1260.0,501,2,2454,2025-06-13
2025-06-13 09:06:03.890982,1260.0,1,1255.0,175,1260.0,507,1,2454,2025-06-13
2025-06-13 09:06:03.956137,1260.0,1,1255.0,174,1260.0,505,1,2454,2025-06-13
2025-06-13 09:06:04.503106,1255.0,1,1255.0,175,1260.0,506,2,2454,2025-06-13
2025-06-13 09:06:04.756162,1255.0,9,1255.0,166,1260.0,506,2,2454,2025-06-13
2025-06-13 09:06:04.805367,1255.0,1,1255.0,165,1260.0,506,2,2454,2025-06-13
2025-06-13 09:06:07.770054,1255.0,1,1255.0,164,1260.0,473,2,2454,2025-06-13
2025-06-13 09:06:08.135954,1255.0,2,1255.0,162,1260.0,473,2,2454,2025-06-13
2025-06-13 09:06:08.165340,1255.0,1,1255.0,161,1260.0,473,2,2454,2025-06-13
2025-06-13 09:06:08.202800,1255.0,1,1255.0,160,1260.0,473,2,2454,2025-06-13
2025-06-13 09:06:08.237254,1260.0,1,1255.0,159,1260.0,472,1,2454,2025-06-13
2025-06-13 09:06:18.147051,1255.0,2,1255.0,176,1260.0,520,2,2454,2025-06-13
2025-06-13 09:06:23.843561,1255.0,2,1255.0,170,1260.0,520,2,2454,2025-06-13
2025-06-13 09:06:27.707307,1260.0,1,1255.0,173,1260.0,521,1,2454,2025-06-13
2025-06-13 09:06:28.255869,1260.0,1,1255.0,177,1260.0,521,1,2454,2025-06-13
2025-06-13 09:06:30.214284,1255.0,1,1255.0,180,1260.0,526,2,2454,2025-06-13
2025-06-13 09:06:32.959921,1260.0,1,1255.0,179,1260.0,532,1,2454,2025-06-13
2025-06-13 09:06:34.018376,1255.0,1,1255.0,175,1260.0,536,2,2454,2025-06-13
2025-06-13 09:06:34.362435,1255.0,7,1255.0,167,1260.0,541,2,2454,2025-06-13
2025-06-13 09:06:54.960349,1255.0,1,1255.0,163,1260.0,526,2,2454,2025-06-13
2025-06-13 09:07:09.580083,1255.0,2,1255.0,165,1260.0,526,2,2454,2025-06-13
2025-06-13 09:07:10.133398,1255.0,7,1255.0,158,1260.0,526,2,2454,2025-06-13
2025-06-13 09:07:10.183548,1260.0,1,1255.0,157,1260.0,525,1,2454,2025-06-13
2025-06-13 09:07:10.210068,1255.0,1,1255.0,156,1260.0,525,2,2454,2025-06-13
2025-06-13 09:07:32.980393,1260.0,1,1255.0,166,1260.0,536,1,2454,2025-06-13
2025-06-13 09:07:42.336276,1255.0,7,1255.0,166,1260.0,538,2,2454,2025-06-13
2025-06-13 09:07:44.968133,1255.0,1,1255.0,163,1260.0,538,2,2454,2025-06-13
2025-06-13 09:07:47.197268,1255.0,1,1255.0,163,1260.0,538,2,2454,2025-06-13
2025-06-13 09:07:47.536841,1255.0,1,1255.0,162,1260.0,538,2,2454,2025-06-13
2025-06-13 09:07:47.589431,1260.0,1,1255.0,161,1260.0,537,1,2454,2025-06-13
2025-06-13 09:07:50.317033,1260.0,1,1255.0,159,1260.0,536,1,2454,2025-06-13
2025-06-13 09:08:00.255636,1260.0,2,1255.0,171,1260.0,538,1,2454,2025-06-13
2025-06-13 09:08:04.373537,1260.0,1,1255.0,174,1260.0,537,1,2454,2025-06-13
2025-06-13 09:08:10.067735,1260.0,1,1255.0,174,1260.0,500,1,2454,2025-06-13
2025-06-13 09:08:21.643099,1260.0,1,1255.0,174,1260.0,548,1,2454,2025-06-13
2025-06-13 09:08:21.711010,1255.0,1,1255.0,173,1260.0,548,2,2454,2025-06-13
2025-06-13 09:08:37.813515,1255.0,1,1255.0,182,1260.0,563,2,2454,2025-06-13
2025-06-13 09:08:38.587504,1260.0,1,1255.0,182,1260.0,562,1,2454,2025-06-13
2025-06-13 09:08:45.450047,1260.0,1,1255.0,183,1260.0,561,1,2454,2025-06-13
2025-06-13 09:08:56.732112,1255.0,1,1255.0,189,1260.0,565,2,2454,2025-06-13
2025-06-13 09:09:04.915619,1255.0,1,1255.0,194,1260.0,569,2,2454,2025-06-13
2025-06-13 09:09:21.826764,1260.0,1,1255.0,233,1260.0,570,1,2454,2025-06-13
2025-06-13 09:09:26.770164,1260.0,1,1255.0,237,1260.0,569,1,2454,2025-06-13
2025-06-13 09:09:40.950730,1260.0,1,1255.0,247,1260.0,569,1,2454,2025-06-13
2025-06-13 09:09:40.976640,1260.0,47,1255.0,247,1260.0,522,1,2454,2025-06-13
2025-06-13 09:09:41.010413,1260.0,10,1255.0,249,1260.0,511,1,2454,2025-06-13
2025-06-13 09:09:41.010424,1260.0,4,1255.0,249,1260.0,507,1,2454,2025-06-13
2025-06-13 09:09:41.029804,1260.0,3,1255.0,248,1260.0,504,1,2454,2025-06-13
2025-06-13 09:09:41.048628,1255.0,2,1255.0,247,1260.0,504,2,2454,2025-06-13
2025-06-13 09:09:41.086021,1260.0,1,1255.0,242,1260.0,503,1,2454,2025-06-13
2025-06-13 09:09:41.115336,1255.0,1,1255.0,242,1260.0,503,2,2454,2025-06-13
2025-06-13 09:09:49.799315,1260.0,1,1255.0,252,1260.0,534,1,2454,2025-06-13
2025-06-13 09:09:51.740371,1260.0,1,1255.0,264,1260.0,533,1,2454,2025-06-13
2025-06-13 09:09:51.752345,1260.0,3,1255.0,264,1260.0,530,1,2454,2025-06-13
2025-06-13 09:09:54.547936,1255.0,1,1255.0,263,1260.0,530,2,2454,2025-06-13
2025-06-13 09:10:06.298471,1255.0,1,1255.0,271,1260.0,531,2,2454,2025-06-13
2025-06-13 09:10:22.439378,1260.0,1,1255.0,279,1260.0,540,1,2454,2025-06-13
2025-06-13 09:11:06.468485,1260.0,20,1255.0,310,1260.0,550,1,2454,2025-06-13
2025-06-13 09:11:06.530150,1260.0,1,1255.0,309,1260.0,549,1,2454,2025-06-13
2025-06-13 09:11:06.551637,1255.0,1,1255.0,308,1260.0,549,2,2454,2025-06-13
2025-06-13 09:11:07.595629,1260.0,1,1255.0,309,1260.0,550,1,2454,2025-06-13
2025-06-13 09:11:09.553525,1260.0,1,1255.0,309,1260.0,550,1,2454,2025-06-13
2025-06-13 09:11:11.186468,1260.0,1,1255.0,309,1260.0,550,1,2454,2025-06-13
2025-06-13 09:11:11.971322,1260.0,1,1255.0,308,1260.0,549,1,2454,2025-06-13
2025-06-13 09:11:15.319319,1260.0,1,1255.0,311,1260.0,551,1,2454,2025-06-13
2025-06-13 09:11:18.110238,1260.0,1,1255.0,310,1260.0,551,1,2454,2025-06-13
2025-06-13 09:11:18.214123,1260.0,1,1255.0,309,1260.0,550,1,2454,2025-06-13
2025-06-13 09:11:18.773282,1260.0,1,1255.0,309,1260.0,550,1,2454,2025-06-13
2025-06-13 09:11:20.278675,1255.0,3,1255.0,307,1260.0,551,2,2454,2025-06-13
2025-06-13 09:11:36.172163,1260.0,1,1255.0,413,1260.0,576,1,2454,2025-06-13
2025-06-13 09:11:52.694758,1260.0,1,1255.0,421,1260.0,596,1,2454,2025-06-13
2025-06-13 09:11:55.121107,1260.0,1,1255.0,422,1260.0,591,1,2454,2025-06-13
2025-06-13 09:12:04.549895,1260.0,1,1255.0,431,1260.0,598,1,2454,2025-06-13
2025-06-13 09:12:05.238594,1260.0,1,1255.0,430,1260.0,597,1,2454,2025-06-13
2025-06-13 09:12:06.925954,1260.0,1,1255.0,431,1260.0,594,1,2454,2025-06-13
2025-06-13 09:12:10.615999,1255.0,1,1255.0,430,1260.0,596,2,2454,2025-06-13
2025-06-13 09:12:10.694682,1255.0,1,1255.0,429,1260.0,596,2,2454,2025-06-13
2025-06-13 09:12:17.525139,1260.0,1,1255.0,429,1260.0,599,1,2454,2025-06-13
2025-06-13 09:12:26.667362,1260.0,1,1255.0,436,1260.0,600,1,2454,2025-06-13
2025-06-13 09:12:27.725568,1255.0,1,1255.0,437,1260.0,610,2,2454,2025-06-13
2025-06-13 09:12:31.188196,1260.0,1,1255.0,437,1260.0,611,1,2454,2025-06-13
2025-06-13 09:12:48.009954,1260.0,1,1255.0,455,1260.0,617,1,2454,2025-06-13
2025-06-13 09:12:51.376866,1260.0,1,1255.0,456,1260.0,616,1,2454,2025-06-13
2025-06-13 09:12:52.637979,1255.0,1,1255.0,456,1260.0,616,2,2454,2025-06-13
2025-06-13 09:12:52.705520,1260.0,2,1255.0,456,1260.0,614,1,2454,2025-06-13
2025-06-13 09:12:52.754138,1260.0,1,1255.0,455,1260.0,613,1,2454,2025-06-13
2025-06-13 09:12:54.149306,1255.0,1,1255.0,454,1260.0,613,2,2454,2025-06-13
2025-06-13 09:13:02.607614,1255.0,1,1255.0,450,1260.0,619,2,2454,2025-06-13
2025-06-13 09:13:02.698768,1255.0,7,1255.0,442,1260.0,619,2,2454,2025-06-13
2025-06-13 09:13:04.867839,1260.0,1,1255.0,442,1260.0,622,1,2454,2025-06-13
2025-06-13 09:13:07.370114,1255.0,17,1255.0,424,1260.0,625,2,2454,2025-06-13
2025-06-13 09:13:07.415090,1260.0,1,1255.0,423,1260.0,627,1,2454,2025-06-13
2025-06-13 09:13:07.443955,1255.0,1,1255.0,422,1260.0,626,2,2454,2025-06-13
2025-06-13 09:13:07.445145,1255.0,2,1255.0,420,1260.0,626,2,2454,2025-06-13
2025-06-13 09:13:07.547402,1255.0,17,1255.0,403,1260.0,626,2,2454,2025-06-13
2025-06-13 09:13:07.593196,1260.0,1,1255.0,402,1260.0,627,1,2454,2025-06-13
2025-06-13 09:13:07.612609,1255.0,1,1255.0,401,1260.0,627,2,2454,2025-06-13
2025-06-13 09:13:11.929463,1260.0,1,1255.0,403,1260.0,620,1,2454,2025-06-13
2025-06-13 09:13:18.616399,1260.0,1,1255.0,409,1260.0,632,1,2454,2025-06-13
2025-06-13 09:13:19.572092,1260.0,1,1255.0,409,1260.0,631,1,2454,2025-06-13
2025-06-13 09:13:24.284373,1255.0,1,1255.0,409,1260.0,631,2,2454,2025-06-13
2025-06-13 09:13:24.317946,1255.0,1,1255.0,408,1260.0,631,2,2454,2025-06-13
2025-06-13 09:13:26.442984,1255.0,5,1255.0,403,1260.0,637,2,2454,2025-06-13
2025-06-13 09:13:27.931278,1260.0,1,1255.0,402,1260.0,638,1,2454,2025-06-13
2025-06-13 09:13:28.944170,1255.0,25,1255.0,378,1260.0,640,2,2454,2025-06-13
2025-06-13 09:13:28.969462,1255.0,70,1255.0,308,1260.0,640,2,2454,2025-06-13
2025-06-13 09:13:29.003817,1255.0,1,1255.0,307,1260.0,642,2,2454,2025-06-13
2025-06-13 09:13:29.004065,1255.0,9,1255.0,298,1260.0,642,2,2454,2025-06-13
2025-06-13 09:13:29.008621,1255.0,1,1255.0,297,1260.0,645,2,2454,2025-06-13
2025-06-13 09:13:29.013515,1255.0,4,1255.0,293,1260.0,641,2,2454,2025-06-13
2025-06-13 09:13:29.039799,1255.0,3,1255.0,290,1260.0,643,2,2454,2025-06-13
2025-06-13 09:13:29.043448,1255.0,3,1255.0,287,1260.0,643,2,2454,2025-06-13
2025-06-13 09:13:29.076262,1255.0,1,1255.0,296,1260.0,643,2,2454,2025-06-13
2025-06-13 09:13:29.080485,1255.0,1,1255.0,295,1260.0,643,2,2454,2025-06-13
2025-06-13 09:13:30.962297,1255.0,1,1255.0,292,1260.0,639,2,2454,2025-06-13
2025-06-13 09:13:42.745886,1255.0,3,1255.0,264,1260.0,638,2,2454,2025-06-13
