ts,close,volume,bid_price,bid_volume,ask_price,ask_volume,tick_type,code,date
2025-06-13 09:00:06.912209,674.0,68,673.0,7,674.0,1,2,2357,2025-06-13
2025-06-13 09:00:06.991095,674.0,1,673.0,7,675.0,1,1,2357,2025-06-13
2025-06-13 09:00:07.004770,674.0,1,674.0,2,675.0,1,2,2357,2025-06-13
2025-06-13 09:00:07.034044,675.0,1,674.0,2,676.0,10,1,2357,2025-06-13
2025-06-13 09:00:10.790804,674.0,1,674.0,1,675.0,4,2,2357,2025-06-13
2025-06-13 09:00:14.317871,674.0,1,674.0,1,675.0,6,2,2357,2025-06-13
2025-06-13 09:00:14.321869,675.0,1,674.0,1,675.0,5,1,2357,2025-06-13
2025-06-13 09:00:15.395772,674.0,1,674.0,1,675.0,5,2,2357,2025-06-13
2025-06-13 09:00:23.820703,674.0,1,674.0,2,675.0,5,2,2357,2025-06-13
2025-06-13 09:00:24.561643,675.0,1,674.0,7,675.0,4,1,2357,2025-06-13
2025-06-13 09:00:24.606897,675.0,4,674.0,10,676.0,11,1,2357,2025-06-13
2025-06-13 09:00:30.520645,674.0,1,674.0,11,676.0,13,2,2357,2025-06-13
2025-06-13 09:00:41.602787,675.0,1,675.0,4,676.0,21,2,2357,2025-06-13
2025-06-13 09:00:42.653576,675.0,2,675.0,2,676.0,19,2,2357,2025-06-13
2025-06-13 09:00:44.236238,675.0,1,675.0,1,676.0,19,2,2357,2025-06-13
2025-06-13 09:00:49.320842,675.0,1,674.0,9,676.0,20,2,2357,2025-06-13
2025-06-13 09:00:53.599247,675.0,1,674.0,6,676.0,20,2,2357,2025-06-13
2025-06-13 09:00:53.662648,675.0,2,675.0,2,676.0,20,2,2357,2025-06-13
2025-06-13 09:01:00.599217,675.0,2,674.0,8,676.0,18,1,2357,2025-06-13
2025-06-13 09:01:00.779431,674.0,2,674.0,7,676.0,18,2,2357,2025-06-13
2025-06-13 09:01:01.054785,674.0,1,674.0,7,675.0,1,2,2357,2025-06-13
2025-06-13 09:01:06.712789,674.0,2,674.0,5,675.0,11,2,2357,2025-06-13
2025-06-13 09:01:11.169644,674.0,1,674.0,11,675.0,13,2,2357,2025-06-13
2025-06-13 09:01:31.333586,674.0,1,674.0,13,675.0,15,2,2357,2025-06-13
2025-06-13 09:01:37.203274,674.0,3,674.0,10,675.0,15,2,2357,2025-06-13
2025-06-13 09:01:38.355776,674.0,1,674.0,9,675.0,15,2,2357,2025-06-13
2025-06-13 09:01:38.573421,675.0,15,674.0,13,676.0,10,1,2357,2025-06-13
2025-06-13 09:01:40.550477,676.0,1,675.0,7,676.0,8,1,2357,2025-06-13
2025-06-13 09:01:40.575430,676.0,2,675.0,8,676.0,6,1,2357,2025-06-13
2025-06-13 09:01:40.575493,676.0,1,675.0,8,676.0,5,1,2357,2025-06-13
2025-06-13 09:01:40.598165,676.0,5,675.0,8,677.0,3,1,2357,2025-06-13
2025-06-13 09:01:42.894123,677.0,1,676.0,4,677.0,3,1,2357,2025-06-13
2025-06-13 09:01:59.068877,677.0,1,676.0,5,677.0,3,1,2357,2025-06-13
2025-06-13 09:02:03.054410,677.0,1,676.0,9,677.0,2,1,2357,2025-06-13
2025-06-13 09:02:06.418449,677.0,1,676.0,9,677.0,2,1,2357,2025-06-13
2025-06-13 09:02:06.454157,677.0,1,676.0,9,677.0,1,1,2357,2025-06-13
2025-06-13 09:02:06.519448,677.0,1,676.0,9,678.0,9,1,2357,2025-06-13
2025-06-13 09:02:12.639380,677.0,1,677.0,5,678.0,9,2,2357,2025-06-13
2025-06-13 09:02:13.930730,677.0,1,677.0,4,678.0,9,2,2357,2025-06-13
2025-06-13 09:02:15.114769,678.0,1,677.0,4,678.0,9,1,2357,2025-06-13
2025-06-13 09:02:20.689469,677.0,2,677.0,5,678.0,8,2,2357,2025-06-13
2025-06-13 09:02:28.990848,678.0,1,677.0,8,678.0,8,1,2357,2025-06-13
2025-06-13 09:02:31.125529,677.0,3,677.0,5,678.0,8,2,2357,2025-06-13
2025-06-13 09:02:42.162682,678.0,5,677.0,7,678.0,2,1,2357,2025-06-13
2025-06-13 09:02:44.497516,678.0,1,677.0,18,678.0,1,1,2357,2025-06-13
2025-06-13 09:02:44.520566,678.0,1,677.0,18,679.0,3,1,2357,2025-06-13
2025-06-13 09:02:45.001233,679.0,1,678.0,2,679.0,2,1,2357,2025-06-13
2025-06-13 09:02:53.487991,678.0,1,678.0,4,679.0,5,2,2357,2025-06-13
2025-06-13 09:02:54.536839,679.0,1,678.0,4,679.0,4,1,2357,2025-06-13
2025-06-13 09:03:00.175257,679.0,1,678.0,15,679.0,3,1,2357,2025-06-13
2025-06-13 09:03:00.237914,679.0,1,678.0,15,679.0,2,1,2357,2025-06-13
2025-06-13 09:03:00.899864,679.0,1,678.0,15,679.0,1,1,2357,2025-06-13
2025-06-13 09:03:03.751490,679.0,1,678.0,16,679.0,1,1,2357,2025-06-13
2025-06-13 09:03:04.366690,679.0,1,678.0,18,679.0,1,1,2357,2025-06-13
2025-06-13 09:03:06.874906,679.0,1,678.0,18,680.0,11,1,2357,2025-06-13
2025-06-13 09:03:11.199938,680.0,2,679.0,7,680.0,10,1,2357,2025-06-13
2025-06-13 09:03:15.504299,679.0,2,679.0,7,680.0,11,2,2357,2025-06-13
2025-06-13 09:03:28.115893,679.0,1,679.0,9,680.0,12,2,2357,2025-06-13
2025-06-13 09:03:31.423782,679.0,1,679.0,8,680.0,14,2,2357,2025-06-13
2025-06-13 09:03:33.208416,679.0,2,679.0,6,680.0,14,2,2357,2025-06-13
2025-06-13 09:03:33.235870,679.0,6,678.0,19,680.0,15,2,2357,2025-06-13
2025-06-13 09:03:33.266785,678.0,18,677.0,18,679.0,2,2,2357,2025-06-13
2025-06-13 09:03:33.273966,679.0,1,677.0,18,679.0,1,1,2357,2025-06-13
