ts,close,volume,bid_price,bid_volume,ask_price,ask_volume,tick_type,code,date
2025-06-12 09:00:13.873779,44.55,6,44.25,1,44.55,4,1,2316,2025-06-12
2025-06-12 09:00:16.985839,44.25,1,44.2,14,44.5,1,2,2316,2025-06-12
2025-06-12 09:00:26.773093,44.2,4,44.2,10,44.4,2,2,2316,2025-06-12
2025-06-12 09:00:26.803608,44.2,10,44.1,4,44.35,2,2,2316,2025-06-12
2025-06-12 09:00:28.078437,44.1,1,44.1,3,44.25,2,2,2316,2025-06-12
2025-06-12 09:02:51.276764,44.15,3,44.1,4,44.4,3,2,2316,2025-06-12
2025-06-12 09:02:51.276764,44.1,2,44.1,4,44.4,3,2,2316,2025-06-12
2025-06-12 09:03:16.580675,44.1,1,44.1,5,44.3,3,2,2316,2025-06-12
2025-06-12 09:05:32.900140,44.1,3,44.0,10,44.3,4,2,2316,2025-06-12
2025-06-12 09:05:33.024513,44.0,1,44.0,10,44.2,2,2,2316,2025-06-12
2025-06-12 09:12:39.294109,44.05,1,44.0,9,44.2,2,2,2316,2025-06-12
2025-06-12 09:13:36.370396,44.0,1,44.0,8,44.2,2,2,2316,2025-06-12
2025-06-12 09:16:55.433907,44.0,1,44.0,9,44.1,1,2,2316,2025-06-12
2025-06-12 09:17:21.022817,44.0,1,44.0,6,44.2,2,2,2316,2025-06-12
2025-06-12 09:26:30.228438,44.05,3,43.95,2,44.0,11,2,2316,2025-06-12
2025-06-12 09:26:30.228438,44.0,10,43.95,2,44.0,11,2,2316,2025-06-12
2025-06-12 09:26:30.281302,44.0,2,43.95,2,44.0,9,1,2316,2025-06-12
2025-06-12 09:26:30.296136,44.0,1,43.95,2,44.0,8,1,2316,2025-06-12
2025-06-12 09:26:30.350826,43.95,2,43.9,1,44.0,8,2,2316,2025-06-12
2025-06-12 09:27:04.719918,44.0,4,43.9,4,44.0,5,1,2316,2025-06-12
2025-06-12 09:27:04.720461,44.0,5,43.9,4,44.2,2,1,2316,2025-06-12
2025-06-12 09:33:33.681393,44.05,1,44.05,3,44.2,1,2,2316,2025-06-12
2025-06-12 09:40:03.167381,44.2,2,44.2,1,44.3,2,1,2316,2025-06-12
2025-06-12 09:42:30.271811,44.2,1,44.2,1,44.3,3,2,2316,2025-06-12
2025-06-12 09:43:32.712736,44.2,1,44.2,2,44.3,3,2,2316,2025-06-12
2025-06-12 09:48:34.221412,44.2,1,44.1,4,44.25,3,2,2316,2025-06-12
2025-06-12 09:48:34.331733,44.1,1,44.1,3,44.25,2,2,2316,2025-06-12
2025-06-12 09:56:23.605483,44.1,2,44.1,2,44.3,5,2,2316,2025-06-12
2025-06-12 09:56:25.937469,44.1,2,44.05,5,44.25,2,2,2316,2025-06-12
2025-06-12 09:57:45.830173,44.1,2,44.05,5,44.25,6,2,2316,2025-06-12
2025-06-12 09:58:17.184496,44.1,1,44.1,1,44.25,6,2,2316,2025-06-12
2025-06-12 10:02:10.080613,44.1,1,44.1,6,44.25,4,2,2316,2025-06-12
2025-06-12 10:08:07.712708,44.1,6,44.05,3,44.2,1,2,2316,2025-06-12
2025-06-12 10:18:02.995460,44.1,2,43.9,2,44.2,2,2,2316,2025-06-12
2025-06-12 10:18:02.995460,44.05,3,43.9,2,44.2,2,2,2316,2025-06-12
2025-06-12 10:18:02.995460,44.0,6,43.9,2,44.2,2,2,2316,2025-06-12
2025-06-12 10:18:02.995460,43.95,5,43.9,2,44.2,2,2,2316,2025-06-12
2025-06-12 10:18:02.995460,43.9,5,43.9,2,44.2,2,2,2316,2025-06-12
2025-06-12 10:18:03.118046,43.85,1,43.85,6,44.15,4,2,2316,2025-06-12
2025-06-12 10:20:03.692002,43.9,1,43.9,2,44.0,2,2,2316,2025-06-12
2025-06-12 10:20:06.085734,43.9,1,43.9,2,44.0,2,2,2316,2025-06-12
2025-06-12 10:21:07.254704,43.9,1,43.9,2,44.0,2,2,2316,2025-06-12
2025-06-12 10:21:53.061415,44.0,1,43.9,12,44.0,1,1,2316,2025-06-12
2025-06-12 10:23:06.906306,44.0,5,43.9,12,44.1,1,1,2316,2025-06-12
2025-06-12 10:29:43.980541,44.0,2,43.95,1,44.0,2,1,2316,2025-06-12
2025-06-12 10:39:39.184558,44.0,1,43.95,11,44.0,3,1,2316,2025-06-12
2025-06-12 10:40:04.167810,44.0,1,43.95,11,44.0,2,1,2316,2025-06-12
2025-06-12 10:41:44.312116,44.0,1,43.95,12,44.0,1,1,2316,2025-06-12
2025-06-12 10:42:21.857752,44.0,1,43.95,12,44.05,1,1,2316,2025-06-12
2025-06-12 10:46:49.462645,44.0,1,44.0,4,44.15,1,1,2316,2025-06-12
2025-06-12 10:49:04.388004,44.15,2,44.2,1,44.3,4,1,2316,2025-06-12
2025-06-12 10:49:04.388004,44.2,7,44.2,1,44.3,4,1,2316,2025-06-12
2025-06-12 10:49:04.415909,44.2,1,44.1,2,44.3,4,2,2316,2025-06-12
2025-06-12 10:49:41.468432,44.25,6,44.25,4,44.3,4,1,2316,2025-06-12
2025-06-12 10:49:41.502163,44.25,3,44.25,1,44.3,4,2,2316,2025-06-12
2025-06-12 10:49:41.502258,44.25,1,44.1,1,44.3,4,2,2316,2025-06-12
2025-06-12 10:49:50.467402,44.3,5,44.1,3,44.35,2,1,2316,2025-06-12
2025-06-12 10:49:50.492973,44.35,2,44.15,1,44.4,2,1,2316,2025-06-12
2025-06-12 10:49:50.566327,44.25,1,44.25,3,44.5,3,2,2316,2025-06-12
