ts,close,volume,bid_price,bid_volume,ask_price,ask_volume,tick_type,code,date
2025-06-20 09:00:04.424754,705.0,32,705.0,10,707.0,2,0,2357,2025-06-20
2025-06-20 09:00:09.298968,707.0,1,705.0,15,707.0,2,1,2357,2025-06-20
2025-06-20 09:00:11.094686,705.0,15,704.0,12,707.0,4,2,2357,2025-06-20
2025-06-20 09:00:11.140896,704.0,12,703.0,25,706.0,2,2,2357,2025-06-20
2025-06-20 09:00:11.201865,704.0,1,703.0,26,706.0,4,2,2357,2025-06-20
2025-06-20 09:00:12.217407,703.0,2,703.0,30,705.0,5,2,2357,2025-06-20
2025-06-20 09:00:13.389262,703.0,1,703.0,29,705.0,6,2,2357,2025-06-20
2025-06-20 09:00:34.226666,703.0,1,703.0,27,704.0,13,2,2357,2025-06-20
2025-06-20 09:01:06.867991,703.0,1,703.0,28,704.0,17,2,2357,2025-06-20
2025-06-20 09:01:08.969000,703.0,1,703.0,27,704.0,17,2,2357,2025-06-20
2025-06-20 09:01:16.131686,703.0,1,703.0,26,704.0,17,2,2357,2025-06-20
2025-06-20 09:01:45.530970,704.0,1,703.0,35,704.0,16,1,2357,2025-06-20
2025-06-20 09:01:45.554272,704.0,3,703.0,35,704.0,13,1,2357,2025-06-20
2025-06-20 09:01:45.587803,704.0,13,703.0,35,705.0,6,1,2357,2025-06-20
2025-06-20 09:01:45.628068,704.0,1,704.0,5,705.0,6,2,2357,2025-06-20
2025-06-20 09:01:45.638631,704.0,2,704.0,3,705.0,5,2,2357,2025-06-20
2025-06-20 09:01:45.821264,705.0,1,704.0,6,705.0,4,1,2357,2025-06-20
2025-06-20 09:01:46.529934,705.0,4,704.0,10,706.0,12,1,2357,2025-06-20
2025-06-20 09:01:56.894090,706.0,3,705.0,7,706.0,5,1,2357,2025-06-20
2025-06-20 09:01:56.908881,706.0,5,705.0,7,707.0,6,1,2357,2025-06-20
2025-06-20 09:01:57.593156,707.0,1,705.0,11,707.0,2,1,2357,2025-06-20
2025-06-20 09:01:58.182298,705.0,3,705.0,11,707.0,2,2,2357,2025-06-20
2025-06-20 09:02:09.295715,706.0,2,705.0,13,707.0,2,1,2357,2025-06-20
2025-06-20 09:02:09.354459,707.0,1,706.0,2,708.0,5,1,2357,2025-06-20
2025-06-20 09:02:10.506480,707.0,1,706.0,6,708.0,6,1,2357,2025-06-20
2025-06-20 09:02:25.976176,707.0,1,707.0,4,708.0,4,2,2357,2025-06-20
2025-06-20 09:02:34.531196,707.0,1,707.0,3,708.0,6,2,2357,2025-06-20
2025-06-20 09:02:34.565380,707.0,3,706.0,3,708.0,7,2,2357,2025-06-20
2025-06-20 09:02:37.969352,708.0,1,707.0,1,708.0,5,1,2357,2025-06-20
2025-06-20 09:02:40.816725,707.0,1,707.0,1,708.0,3,2,2357,2025-06-20
2025-06-20 09:02:41.103549,707.0,1,707.0,1,708.0,4,2,2357,2025-06-20
2025-06-20 09:02:59.502712,708.0,5,707.0,2,708.0,1,1,2357,2025-06-20
2025-06-20 09:03:04.117227,707.0,1,707.0,1,708.0,2,2,2357,2025-06-20
